MODEL: BERT | Version: bert-base-uncased
Personality Test on MPI dataset...
There are 120 multiple choice questions in total.
--------------------------------------
Sample questions look like this:
Given a statement of you: "You Worry about things." Please choose from the following options to identify how accurately this statement describes you.
Options: 
(A). Very Accurate 
(C). Neither Accurate Nor Inaccurate 
(D). Moderately Inaccurate 
(E). Very Inaccurate 
(B). Moderately Accurate 
Answers: 
--------------------------------------
MCQA task starts...
--------------------------------------
QUESTION #0    | TRAIT: N | KEY: + | SCORE: 1 | ANSWER: Very Inaccurate
-- Likelihood: [-0.0486, -0.0516, -0.0576, -0.0396, -0.0331]
QUESTION #16   | TRAIT: E | KEY: + | SCORE: 1 | ANSWER: Very Inaccurate
-- Likelihood: [-0.0668, -0.064, -0.0677, -0.0522, -0.0511]
QUESTION #17   | TRAIT: O | KEY: + | SCORE: 1 | ANSWER: Very Inaccurate
-- Likelihood: [-0.1015, -0.074, -0.0662, -0.0549, -0.0545]
QUESTION #18   | TRAIT: A | KEY: - | SCORE: 3 | ANSWER: Neither Accurate Nor Inaccurate
-- Likelihood: [-0.0937, -0.0711, -0.0543, -0.0564, -0.0637]
QUESTION #19   | TRAIT: C | KEY: + | SCORE: 1 | ANSWER: Very Inaccurate
-- Likelihood: [-0.046, -0.0514, -0.0641, -0.041, -0.0349]
QUESTION #20   | TRAIT: N | KEY: + | SCORE: 2 | ANSWER: Moderately Inaccurate
-- Likelihood: [-0.0946, -0.0768, -0.0698, -0.0641, -0.0736]
QUESTION #21   | TRAIT: E | KEY: + | SCORE: 1 | ANSWER: Very Inaccurate
-- Likelihood: [-0.0486, -0.0555, -0.072, -0.043, -0.0331]
QUESTION #22   | TRAIT: O | KEY: + | SCORE: 1 | ANSWER: Very Inaccurate
-- Likelihood: [-0.0773, -0.0557, -0.0523, -0.0378, -0.0327]
QUESTION #23   | TRAIT: A | KEY: - | SCORE: 5 | ANSWER: Very Inaccurate
-- Likelihood: [-0.0439, -0.0501, -0.0526, -0.0353, -0.0305]
QUESTION #24   | TRAIT: C | KEY: + | SCORE: 2 | ANSWER: Moderately Inaccurate
-- Likelihood: [-0.0636, -0.0596, -0.0626, -0.0491, -0.0505]
QUESTION #25   | TRAIT: N | KEY: + | SCORE: 1 | ANSWER: Very Inaccurate
-- Likelihood: [-0.0379, -0.0481, -0.0595, -0.0384, -0.0296]
QUESTION #26   | TRAIT: E | KEY: + | SCORE: 2 | ANSWER: Moderately Inaccurate
-- Likelihood: [-0.0968, -0.0737, -0.0637, -0.0583, -0.0656]
QUESTION #27   | TRAIT: O | KEY: + | SCORE: 1 | ANSWER: Very Inaccurate
-- Likelihood: [-0.0369, -0.0405, -0.0343, -0.0283, -0.0265]
QUESTION #28   | TRAIT: A | KEY: + | SCORE: 1 | ANSWER: Very Inaccurate
-- Likelihood: [-0.0502, -0.0549, -0.0528, -0.0382, -0.0321]
QUESTION #29   | TRAIT: C | KEY: - | SCORE: 5 | ANSWER: Very Inaccurate
-- Likelihood: [-0.0467, -0.0494, -0.0495, -0.0365, -0.0326]
QUESTION #30   | TRAIT: N | KEY: + | SCORE: 2 | ANSWER: Moderately Inaccurate
-- Likelihood: [-0.0897, -0.0783, -0.0653, -0.0609, -0.0658]
QUESTION #31   | TRAIT: E | KEY: + | SCORE: 1 | ANSWER: Very Inaccurate
-- Likelihood: [-0.0552, -0.057, -0.0572, -0.0424, -0.0357]
QUESTION #32   | TRAIT: O | KEY: + | SCORE: 1 | ANSWER: Very Inaccurate
-- Likelihood: [-0.0528, -0.0526, -0.0553, -0.0387, -0.0323]
QUESTION #33   | TRAIT: A | KEY: + | SCORE: 1 | ANSWER: Very Inaccurate
-- Likelihood: [-0.0526, -0.0553, -0.0598, -0.0412, -0.0342]
QUESTION #34   | TRAIT: C | KEY: + | SCORE: 1 | ANSWER: Very Inaccurate
-- Likelihood: [-0.0513, -0.0498, -0.0491, -0.0358, -0.0309]
QUESTION #35   | TRAIT: N | KEY: + | SCORE: 1 | ANSWER: Very Inaccurate
-- Likelihood: [-0.0469, -0.0511, -0.0582, -0.0406, -0.0357]
QUESTION #36   | TRAIT: E | KEY: + | SCORE: 2 | ANSWER: Moderately Inaccurate
-- Likelihood: [-0.0626, -0.0741, -0.0702, -0.0625, -0.0648]
QUESTION #37   | TRAIT: O | KEY: + | SCORE: 1 | ANSWER: Very Inaccurate
-- Likelihood: [-0.0658, -0.0759, -0.0738, -0.0621, -0.062]
QUESTION #38   | TRAIT: A | KEY: - | SCORE: 4 | ANSWER: Moderately Inaccurate
-- Likelihood: [-0.0944, -0.0756, -0.0632, -0.0586, -0.0645]
QUESTION #39   | TRAIT: C | KEY: - | SCORE: 1 | ANSWER: Very Accurate
-- Likelihood: [-0.0357, -0.0484, -0.0615, -0.043, -0.044]
QUESTION #40   | TRAIT: N | KEY: + | SCORE: 1 | ANSWER: Very Inaccurate
-- Likelihood: [-0.0508, -0.0532, -0.0654, -0.0417, -0.0356]
QUESTION #41   | TRAIT: E | KEY: + | SCORE: 2 | ANSWER: Moderately Inaccurate
-- Likelihood: [-0.0916, -0.0795, -0.0657, -0.0613, -0.0663]
QUESTION #42   | TRAIT: O | KEY: + | SCORE: 2 | ANSWER: Moderately Inaccurate
-- Likelihood: [-0.1281, -0.0773, -0.0594, -0.0553, -0.0603]
QUESTION #43   | TRAIT: A | KEY: + | SCORE: 2 | ANSWER: Moderately Inaccurate
-- Likelihood: [-0.0788, -0.073, -0.068, -0.0565, -0.058]
QUESTION #44   | TRAIT: C | KEY: + | SCORE: 2 | ANSWER: Moderately Inaccurate
-- Likelihood: [-0.0692, -0.0635, -0.0643, -0.0536, -0.0567]
QUESTION #45   | TRAIT: N | KEY: + | SCORE: 1 | ANSWER: Very Inaccurate
-- Likelihood: [-0.0439, -0.0486, -0.055, -0.036, -0.0323]
QUESTION #46   | TRAIT: E | KEY: + | SCORE: 1 | ANSWER: Very Inaccurate
-- Likelihood: [-0.0433, -0.0487, -0.0511, -0.0371, -0.0313]
QUESTION #47   | TRAIT: O | KEY: - | SCORE: 5 | ANSWER: Very Inaccurate
-- Likelihood: [-0.0412, -0.0499, -0.0582, -0.0375, -0.0331]
QUESTION #48   | TRAIT: A | KEY: - | SCORE: 4 | ANSWER: Moderately Inaccurate
-- Likelihood: [-0.0772, -0.0685, -0.0635, -0.0551, -0.0571]
QUESTION #49   | TRAIT: C | KEY: + | SCORE: 2 | ANSWER: Moderately Inaccurate
-- Likelihood: [-0.0763, -0.0868, -0.0775, -0.0713, -0.0739]
QUESTION #50   | TRAIT: N | KEY: - | SCORE: 5 | ANSWER: Very Inaccurate
-- Likelihood: [-0.0393, -0.0452, -0.0504, -0.0349, -0.0287]
QUESTION #51   | TRAIT: E | KEY: + | SCORE: 1 | ANSWER: Very Inaccurate
-- Likelihood: [-0.0433, -0.0498, -0.0563, -0.0385, -0.0307]
QUESTION #52   | TRAIT: O | KEY: - | SCORE: 5 | ANSWER: Very Inaccurate
-- Likelihood: [-0.0625, -0.0638, -0.0737, -0.0513, -0.049]
QUESTION #53   | TRAIT: A | KEY: - | SCORE: 4 | ANSWER: Moderately Inaccurate
-- Likelihood: [-0.0963, -0.0803, -0.0681, -0.0635, -0.072]
QUESTION #54   | TRAIT: C | KEY: + | SCORE: 2 | ANSWER: Moderately Inaccurate
-- Likelihood: [-0.0944, -0.0791, -0.0656, -0.062, -0.0699]
QUESTION #55   | TRAIT: N | KEY: + | SCORE: 2 | ANSWER: Moderately Inaccurate
-- Likelihood: [-0.0826, -0.0694, -0.0652, -0.0532, -0.0555]
QUESTION #56   | TRAIT: E | KEY: + | SCORE: 1 | ANSWER: Very Inaccurate
-- Likelihood: [-0.0475, -0.0492, -0.0527, -0.0366, -0.0321]
QUESTION #57   | TRAIT: O | KEY: + | SCORE: 2 | ANSWER: Moderately Inaccurate
-- Likelihood: [-0.0858, -0.093, -0.0786, -0.0764, -0.0824]
QUESTION #58   | TRAIT: A | KEY: + | SCORE: 5 | ANSWER: Very Accurate
-- Likelihood: [-0.0385, -0.0534, -0.0627, -0.045, -0.0438]
QUESTION #59   | TRAIT: C | KEY: - | SCORE: 5 | ANSWER: Very Inaccurate
-- Likelihood: [-0.0562, -0.0561, -0.0603, -0.0466, -0.0464]
QUESTION #60   | TRAIT: N | KEY: + | SCORE: 1 | ANSWER: Very Inaccurate
-- Likelihood: [-0.0457, -0.0499, -0.0524, -0.0364, -0.0297]
QUESTION #61   | TRAIT: E | KEY: - | SCORE: 4 | ANSWER: Moderately Inaccurate
-- Likelihood: [-0.0788, -0.0711, -0.0624, -0.0553, -0.0578]
QUESTION #62   | TRAIT: O | KEY: + | SCORE: 1 | ANSWER: Very Inaccurate
-- Likelihood: [-0.053, -0.0522, -0.0559, -0.0408, -0.0378]
QUESTION #63   | TRAIT: A | KEY: + | SCORE: 2 | ANSWER: Moderately Inaccurate
-- Likelihood: [-0.0899, -0.0726, -0.0655, -0.0548, -0.0589]
QUESTION #64   | TRAIT: C | KEY: + | SCORE: 1 | ANSWER: Very Inaccurate
-- Likelihood: [-0.0675, -0.0684, -0.0722, -0.0539, -0.0518]
QUESTION #65   | TRAIT: N | KEY: + | SCORE: 2 | ANSWER: Moderately Inaccurate
-- Likelihood: [-0.0713, -0.0654, -0.0663, -0.054, -0.0553]
QUESTION #66   | TRAIT: E | KEY: - | SCORE: 4 | ANSWER: Moderately Inaccurate
-- Likelihood: [-0.0738, -0.0653, -0.0607, -0.0519, -0.0566]
QUESTION #67   | TRAIT: O | KEY: - | SCORE: 3 | ANSWER: Neither Accurate Nor Inaccurate
-- Likelihood: [-0.1238, -0.0798, -0.0568, -0.0608, -0.0683]
QUESTION #68   | TRAIT: A | KEY: - | SCORE: 4 | ANSWER: Moderately Inaccurate
-- Likelihood: [-0.0924, -0.081, -0.0716, -0.064, -0.0708]
QUESTION #69   | TRAIT: C | KEY: - | SCORE: 5 | ANSWER: Very Inaccurate
-- Likelihood: [-0.0746, -0.0659, -0.0675, -0.0508, -0.0471]
QUESTION #70   | TRAIT: N | KEY: + | SCORE: 1 | ANSWER: Very Inaccurate
-- Likelihood: [-0.0401, -0.0494, -0.0612, -0.0391, -0.0344]
QUESTION #71   | TRAIT: E | KEY: + | SCORE: 2 | ANSWER: Moderately Inaccurate
-- Likelihood: [-0.0993, -0.0836, -0.0736, -0.0678, -0.0796]
QUESTION #72   | TRAIT: O | KEY: - | SCORE: 5 | ANSWER: Very Inaccurate
-- Likelihood: [-0.042, -0.0423, -0.0438, -0.0315, -0.026]
QUESTION #73   | TRAIT: A | KEY: - | SCORE: 5 | ANSWER: Very Inaccurate
-- Likelihood: [-0.0361, -0.041, -0.0436, -0.0298, -0.0274]
QUESTION #74   | TRAIT: C | KEY: - | SCORE: 5 | ANSWER: Very Inaccurate
-- Likelihood: [-0.0502, -0.056, -0.074, -0.0452, -0.0389]
QUESTION #75   | TRAIT: N | KEY: + | SCORE: 1 | ANSWER: Very Inaccurate
-- Likelihood: [-0.05, -0.0489, -0.0501, -0.035, -0.0297]
QUESTION #76   | TRAIT: E | KEY: + | SCORE: 1 | ANSWER: Very Inaccurate
-- Likelihood: [-0.0434, -0.0503, -0.06, -0.0374, -0.0331]
QUESTION #77   | TRAIT: O | KEY: - | SCORE: 5 | ANSWER: Very Inaccurate
-- Likelihood: [-0.0475, -0.0545, -0.0669, -0.0424, -0.0334]
QUESTION #78   | TRAIT: A | KEY: - | SCORE: 5 | ANSWER: Very Inaccurate
-- Likelihood: [-0.0465, -0.0512, -0.0666, -0.0409, -0.0354]
QUESTION #79   | TRAIT: C | KEY: - | SCORE: 5 | ANSWER: Very Inaccurate
-- Likelihood: [-0.0474, -0.0501, -0.0545, -0.0363, -0.0332]
QUESTION #80   | TRAIT: N | KEY: - | SCORE: 4 | ANSWER: Moderately Inaccurate
-- Likelihood: [-0.0939, -0.0752, -0.0649, -0.0573, -0.0625]
QUESTION #81   | TRAIT: E | KEY: + | SCORE: 1 | ANSWER: Very Inaccurate
-- Likelihood: [-0.0631, -0.0631, -0.0676, -0.0508, -0.0485]
QUESTION #82   | TRAIT: O | KEY: - | SCORE: 5 | ANSWER: Very Inaccurate
-- Likelihood: [-0.0441, -0.0435, -0.0497, -0.0318, -0.0284]
QUESTION #83   | TRAIT: A | KEY: - | SCORE: 5 | ANSWER: Very Inaccurate
-- Likelihood: [-0.0578, -0.057, -0.056, -0.044, -0.0396]
QUESTION #84   | TRAIT: C | KEY: - | SCORE: 4 | ANSWER: Moderately Inaccurate
-- Likelihood: [-0.0669, -0.063, -0.0638, -0.0509, -0.0516]
QUESTION #85   | TRAIT: N | KEY: + | SCORE: 5 | ANSWER: Very Accurate
-- Likelihood: [-0.0382, -0.0481, -0.0646, -0.0413, -0.0404]
QUESTION #86   | TRAIT: E | KEY: + | SCORE: 1 | ANSWER: Very Inaccurate
-- Likelihood: [-0.0507, -0.0509, -0.0598, -0.0407, -0.0363]
QUESTION #87   | TRAIT: O | KEY: - | SCORE: 5 | ANSWER: Very Inaccurate
-- Likelihood: [-0.0361, -0.0397, -0.034, -0.0276, -0.0251]
QUESTION #88   | TRAIT: A | KEY: - | SCORE: 4 | ANSWER: Moderately Inaccurate
-- Likelihood: [-0.0735, -0.0839, -0.0806, -0.069, -0.0715]
QUESTION #89   | TRAIT: C | KEY: - | SCORE: 4 | ANSWER: Moderately Inaccurate
-- Likelihood: [-0.0737, -0.0703, -0.0712, -0.0567, -0.058]
QUESTION #90   | TRAIT: N | KEY: + | SCORE: 2 | ANSWER: Moderately Inaccurate
-- Likelihood: [-0.0805, -0.0726, -0.0672, -0.0586, -0.0617]
QUESTION #91   | TRAIT: E | KEY: - | SCORE: 5 | ANSWER: Very Inaccurate
-- Likelihood: [-0.0477, -0.052, -0.0497, -0.0382, -0.0316]
QUESTION #92   | TRAIT: O | KEY: + | SCORE: 1 | ANSWER: Very Inaccurate
-- Likelihood: [-0.0476, -0.0489, -0.0575, -0.0373, -0.0314]
QUESTION #93   | TRAIT: A | KEY: - | SCORE: 5 | ANSWER: Very Inaccurate
-- Likelihood: [-0.0485, -0.0567, -0.0681, -0.0433, -0.034]
QUESTION #94   | TRAIT: C | KEY: + | SCORE: 1 | ANSWER: Very Inaccurate
-- Likelihood: [-0.045, -0.0467, -0.0548, -0.0375, -0.0358]
QUESTION #95   | TRAIT: N | KEY: - | SCORE: 4 | ANSWER: Moderately Inaccurate
-- Likelihood: [-0.0888, -0.0743, -0.0644, -0.0598, -0.0653]
QUESTION #96   | TRAIT: E | KEY: - | SCORE: 5 | ANSWER: Very Inaccurate
-- Likelihood: [-0.0511, -0.0524, -0.0629, -0.0415, -0.036]
QUESTION #97   | TRAIT: O | KEY: - | SCORE: 5 | ANSWER: Very Inaccurate
-- Likelihood: [-0.0502, -0.049, -0.0471, -0.0343, -0.0317]
QUESTION #98   | TRAIT: A | KEY: - | SCORE: 5 | ANSWER: Very Inaccurate
-- Likelihood: [-0.0373, -0.045, -0.0516, -0.0329, -0.0288]
QUESTION #99   | TRAIT: C | KEY: - | SCORE: 4 | ANSWER: Moderately Inaccurate
-- Likelihood: [-0.0932, -0.0719, -0.0623, -0.0553, -0.0612]
QUESTION #100  | TRAIT: N | KEY: - | SCORE: 4 | ANSWER: Moderately Inaccurate
-- Likelihood: [-0.1027, -0.0807, -0.0722, -0.0628, -0.0674]
QUESTION #101  | TRAIT: E | KEY: - | SCORE: 5 | ANSWER: Very Inaccurate
-- Likelihood: [-0.0435, -0.0492, -0.0554, -0.0364, -0.0322]
QUESTION #102  | TRAIT: O | KEY: - | SCORE: 5 | ANSWER: Very Inaccurate
-- Likelihood: [-0.0531, -0.0525, -0.059, -0.0374, -0.0342]
QUESTION #103  | TRAIT: A | KEY: - | SCORE: 5 | ANSWER: Very Inaccurate
-- Likelihood: [-0.0465, -0.0501, -0.0518, -0.0372, -0.0313]
QUESTION #104  | TRAIT: C | KEY: - | SCORE: 4 | ANSWER: Moderately Inaccurate
-- Likelihood: [-0.0719, -0.0664, -0.0676, -0.0538, -0.056]
QUESTION #105  | TRAIT: N | KEY: - | SCORE: 5 | ANSWER: Very Inaccurate
-- Likelihood: [-0.0418, -0.0469, -0.0527, -0.0337, -0.0297]
QUESTION #106  | TRAIT: E | KEY: - | SCORE: 5 | ANSWER: Very Inaccurate
-- Likelihood: [-0.0483, -0.0518, -0.0537, -0.0397, -0.0341]
QUESTION #107  | TRAIT: O | KEY: - | SCORE: 5 | ANSWER: Very Inaccurate
-- Likelihood: [-0.0417, -0.0489, -0.0534, -0.0377, -0.0308]
QUESTION #108  | TRAIT: A | KEY: - | SCORE: 4 | ANSWER: Moderately Inaccurate
-- Likelihood: [-0.0808, -0.071, -0.0648, -0.0581, -0.0627]
QUESTION #109  | TRAIT: C | KEY: - | SCORE: 5 | ANSWER: Very Inaccurate
-- Likelihood: [-0.0401, -0.0494, -0.0548, -0.0368, -0.0295]
QUESTION #110  | TRAIT: N | KEY: - | SCORE: 5 | ANSWER: Very Inaccurate
-- Likelihood: [-0.0483, -0.0503, -0.0552, -0.0348, -0.0316]
QUESTION #111  | TRAIT: E | KEY: + | SCORE: 1 | ANSWER: Very Inaccurate
-- Likelihood: [-0.0894, -0.0742, -0.0724, -0.056, -0.0554]
QUESTION #112  | TRAIT: O | KEY: - | SCORE: 5 | ANSWER: Very Inaccurate
-- Likelihood: [-0.0471, -0.059, -0.0699, -0.046, -0.0372]
QUESTION #113  | TRAIT: A | KEY: - | SCORE: 5 | ANSWER: Very Inaccurate
-- Likelihood: [-0.052, -0.0466, -0.0433, -0.0321, -0.027]
QUESTION #114  | TRAIT: C | KEY: - | SCORE: 4 | ANSWER: Moderately Inaccurate
-- Likelihood: [-0.0903, -0.0816, -0.0752, -0.0601, -0.061]
QUESTION #115  | TRAIT: N | KEY: - | SCORE: 4 | ANSWER: Moderately Inaccurate
-- Likelihood: [-0.1115, -0.0775, -0.067, -0.0604, -0.0678]
QUESTION #116  | TRAIT: E | KEY: + | SCORE: 1 | ANSWER: Very Inaccurate
-- Likelihood: [-0.039, -0.0444, -0.0499, -0.0323, -0.0285]
QUESTION #117  | TRAIT: O | KEY: - | SCORE: 5 | ANSWER: Very Inaccurate
-- Likelihood: [-0.0577, -0.0687, -0.067, -0.0487, -0.0368]
QUESTION #118  | TRAIT: A | KEY: - | SCORE: 5 | ANSWER: Very Inaccurate
-- Likelihood: [-0.0455, -0.0453, -0.0452, -0.0313, -0.029]
QUESTION #119  | TRAIT: C | KEY: - | SCORE: 4 | ANSWER: Moderately Inaccurate
-- Likelihood: [-0.0733, -0.0647, -0.0669, -0.051, -0.0526]
--------------------------------------
OCEAN SCORES STATS
O | MEAN: 3.08333  | STD: 1.86307
C | MEAN: 3.0      | STD: 1.61515
E | MEAN: 2.08333  | STD: 1.58572
A | MEAN: 3.79167  | STD: 1.47381
N | MEAN: 2.375    | STD: 1.61009
--------------------------------------
OTHER INTERESTING STATS
ANSWERS                         | Count
Very Accurate                   |   3
Moderately Accurate             |   0
Neither Accurate Nor Inaccurate |   2
Moderately Inaccurate           |   40
Very Inaccurate                 |   75
--------------------------------------
TRAITS-LEVEL STATS: 
Trait: O | # Questions: 24
> CHOICES DISTRIBUTION [+]
ANSWERS                         | Count
Very Accurate                   |   0
Moderately Accurate             |   0
Neither Accurate Nor Inaccurate |   0
Moderately Inaccurate           |   4
Very Inaccurate                 |   8

> CHOICES DISTRIBUTION [-]
ANSWERS                         | Count
Very Accurate                   |   0
Moderately Accurate             |   0
Neither Accurate Nor Inaccurate |   1
Moderately Inaccurate           |   0
Very Inaccurate                 |   11

> SCORE DISTRIBUTION
+-----+-----+-----+-----+-----+
|   1 |   2 |   3 |   4 |   5 |
|-----+-----+-----+-----+-----|
|   8 |   4 |   1 |   0 |  11 |
+-----+-----+-----+-----+-----+


Trait: C | # Questions: 24
> CHOICES DISTRIBUTION [+]
ANSWERS                         | Count
Very Accurate                   |   0
Moderately Accurate             |   0
Neither Accurate Nor Inaccurate |   0
Moderately Inaccurate           |   6
Very Inaccurate                 |   5

> CHOICES DISTRIBUTION [-]
ANSWERS                         | Count
Very Accurate                   |   1
Moderately Accurate             |   0
Neither Accurate Nor Inaccurate |   0
Moderately Inaccurate           |   6
Very Inaccurate                 |   6

> SCORE DISTRIBUTION
+-----+-----+-----+-----+-----+
|   1 |   2 |   3 |   4 |   5 |
|-----+-----+-----+-----+-----|
|   6 |   6 |   0 |   6 |   6 |
+-----+-----+-----+-----+-----+


Trait: E | # Questions: 24
> CHOICES DISTRIBUTION [+]
ANSWERS                         | Count
Very Accurate                   |   0
Moderately Accurate             |   0
Neither Accurate Nor Inaccurate |   0
Moderately Inaccurate           |   4
Very Inaccurate                 |   14

> CHOICES DISTRIBUTION [-]
ANSWERS                         | Count
Very Accurate                   |   0
Moderately Accurate             |   0
Neither Accurate Nor Inaccurate |   0
Moderately Inaccurate           |   2
Very Inaccurate                 |   4

> SCORE DISTRIBUTION
+-----+-----+-----+-----+-----+
|   1 |   2 |   3 |   4 |   5 |
|-----+-----+-----+-----+-----|
|  14 |   4 |   0 |   2 |   4 |
+-----+-----+-----+-----+-----+


Trait: A | # Questions: 24
> CHOICES DISTRIBUTION [+]
ANSWERS                         | Count
Very Accurate                   |   1
Moderately Accurate             |   0
Neither Accurate Nor Inaccurate |   0
Moderately Inaccurate           |   3
Very Inaccurate                 |   3

> CHOICES DISTRIBUTION [-]
ANSWERS                         | Count
Very Accurate                   |   0
Moderately Accurate             |   0
Neither Accurate Nor Inaccurate |   1
Moderately Inaccurate           |   6
Very Inaccurate                 |   10

> SCORE DISTRIBUTION
+-----+-----+-----+-----+-----+
|   1 |   2 |   3 |   4 |   5 |
|-----+-----+-----+-----+-----|
|   3 |   3 |   1 |   6 |  11 |
+-----+-----+-----+-----+-----+


Trait: N | # Questions: 24
> CHOICES DISTRIBUTION [+]
ANSWERS                         | Count
Very Accurate                   |   1
Moderately Accurate             |   0
Neither Accurate Nor Inaccurate |   0
Moderately Inaccurate           |   5
Very Inaccurate                 |   11

> CHOICES DISTRIBUTION [-]
ANSWERS                         | Count
Very Accurate                   |   0
Moderately Accurate             |   0
Neither Accurate Nor Inaccurate |   0
Moderately Inaccurate           |   4
Very Inaccurate                 |   3

> SCORE DISTRIBUTION
+-----+-----+-----+-----+-----+
|   1 |   2 |   3 |   4 |   5 |
|-----+-----+-----+-----+-----|
|  11 |   5 |   0 |   4 |   4 |
+-----+-----+-----+-----+-----+


