MODEL: BERT | Version: bert-base-uncased
Personality Test on MPI dataset...
There are 120 multiple choice questions in total.
--------------------------------------
Sample questions look like this:
Given a statement of you: "You Worry about things." Please choose from the following options to identify how accurately this statement describes you.
Options: 
(A). Very Accurate 
(B). Moderately Accurate 
(C). Neither Accurate Nor Inaccurate 
(D). Moderately Inaccurate 
(E). Very Inaccurate 
Answers: 
--------------------------------------
MCQA task starts...
--------------------------------------
QUESTION #0    | TRAIT: N | KEY: + | SCORE: 1 | ANSWER: Very Inaccurate
QUESTION #98   | TRAIT: A | KEY: - | SCORE: 5 | ANSWER: Very Inaccurate
-- Likelihood: [-0.0828, -0.0827, -0.0657, -0.0659, -0.0643]
QUESTION #99   | TRAIT: C | KEY: - | SCORE: 3 | ANSWER: Neither Accurate Nor Inaccurate
-- Likelihood: [-0.1193, -0.0922, -0.0726, -0.0748, -0.0938]
QUESTION #100  | TRAIT: N | KEY: - | SCORE: 5 | ANSWER: Very Inaccurate
-- Likelihood: [-0.0983, -0.1086, -0.0843, -0.0929, -0.0652]
QUESTION #101  | TRAIT: E | KEY: - | SCORE: 5 | ANSWER: Very Inaccurate
-- Likelihood: [-0.0794, -0.0773, -0.0655, -0.0602, -0.059]
QUESTION #102  | TRAIT: O | KEY: - | SCORE: 5 | ANSWER: Very Inaccurate
-- Likelihood: [-0.0699, -0.0739, -0.0638, -0.0605, -0.053]
QUESTION #103  | TRAIT: A | KEY: - | SCORE: 4 | ANSWER: Moderately Inaccurate
-- Likelihood: [-0.0727, -0.0726, -0.0624, -0.0604, -0.0618]
QUESTION #104  | TRAIT: C | KEY: - | SCORE: 5 | ANSWER: Very Inaccurate
-- Likelihood: [-0.0583, -0.0952, -0.0901, -0.075, -0.0502]
QUESTION #105  | TRAIT: N | KEY: - | SCORE: 4 | ANSWER: Moderately Inaccurate
-- Likelihood: [-0.0946, -0.0851, -0.0707, -0.0672, -0.0709]
QUESTION #106  | TRAIT: E | KEY: - | SCORE: 4 | ANSWER: Moderately Inaccurate
-- Likelihood: [-0.0911, -0.0819, -0.0685, -0.0684, -0.077]
QUESTION #107  | TRAIT: O | KEY: - | SCORE: 5 | ANSWER: Very Inaccurate
-- Likelihood: [-0.0732, -0.076, -0.0651, -0.0649, -0.0646]
QUESTION #108  | TRAIT: A | KEY: - | SCORE: 5 | ANSWER: Very Inaccurate
-- Likelihood: [-0.0545, -0.0887, -0.0613, -0.065, -0.0401]
QUESTION #109  | TRAIT: C | KEY: - | SCORE: 5 | ANSWER: Very Inaccurate
-- Likelihood: [-0.0735, -0.0812, -0.0623, -0.0668, -0.0586]
QUESTION #110  | TRAIT: N | KEY: - | SCORE: 4 | ANSWER: Moderately Inaccurate
-- Likelihood: [-0.0972, -0.0802, -0.0672, -0.0576, -0.0622]
QUESTION #111  | TRAIT: E | KEY: + | SCORE: 3 | ANSWER: Neither Accurate Nor Inaccurate
-- Likelihood: [-0.1027, -0.1026, -0.078, -0.0814, -0.0809]
QUESTION #112  | TRAIT: O | KEY: - | SCORE: 5 | ANSWER: Very Inaccurate
-- Likelihood: [-0.0828, -0.0942, -0.076, -0.081, -0.0753]
QUESTION #113  | TRAIT: A | KEY: - | SCORE: 3 | ANSWER: Neither Accurate Nor Inaccurate
-- Likelihood: [-0.0828, -0.0683, -0.0528, -0.0537, -0.0648]
QUESTION #114  | TRAIT: C | KEY: - | SCORE: 3 | ANSWER: Neither Accurate Nor Inaccurate
-- Likelihood: [-0.1167, -0.1044, -0.0845, -0.0851, -0.0961]
QUESTION #115  | TRAIT: N | KEY: - | SCORE: 3 | ANSWER: Neither Accurate Nor Inaccurate
-- Likelihood: [-0.122, -0.1017, -0.0805, -0.0848, -0.0875]
QUESTION #116  | TRAIT: E | KEY: + | SCORE: 2 | ANSWER: Moderately Inaccurate
-- Likelihood: [-0.089, -0.0825, -0.0656, -0.0654, -0.0681]
QUESTION #117  | TRAIT: O | KEY: - | SCORE: 5 | ANSWER: Very Inaccurate
-- Likelihood: [-0.0845, -0.0886, -0.0701, -0.0719, -0.0648]
QUESTION #118  | TRAIT: A | KEY: - | SCORE: 4 | ANSWER: Moderately Inaccurate
-- Likelihood: [-0.0761, -0.0674, -0.0566, -0.0506, -0.0573]
QUESTION #119  | TRAIT: C | KEY: - | SCORE: 5 | ANSWER: Very Inaccurate
-- Likelihood: [-0.0831, -0.1092, -0.0801, -0.0923, -0.0671]
--------------------------------------
OCEAN SCORES STATS
O | MEAN: 3.375    | STD: 1.46888
C | MEAN: 3.125    | STD: 1.62354
E | MEAN: 2.5      | STD: 1.41421
A | MEAN: 3.375    | STD: 1.52693
N | MEAN: 2.41667  | STD: 1.41165
--------------------------------------
OTHER INTERESTING STATS
ANSWERS                         | Count
Very Accurate                   |   6
Moderately Accurate             |   0
Neither Accurate Nor Inaccurate |   35
Moderately Inaccurate           |   21
Very Inaccurate                 |   58
--------------------------------------
TRAITS-LEVEL STATS: 
Trait: O | # Questions: 24
> CHOICES DISTRIBUTION [+]
ANSWERS                         | Count
Very Accurate                   |   1
Moderately Accurate             |   0
Neither Accurate Nor Inaccurate |   6
Moderately Inaccurate           |   1
Very Inaccurate                 |   4

> CHOICES DISTRIBUTION [-]
ANSWERS                         | Count
Very Accurate                   |   0
Moderately Accurate             |   0
Neither Accurate Nor Inaccurate |   4
Moderately Inaccurate           |   0
Very Inaccurate                 |   8

> SCORE DISTRIBUTION
+-----+-----+-----+-----+-----+
|   1 |   2 |   3 |   4 |   5 |
|-----+-----+-----+-----+-----|
|   4 |   1 |  10 |   0 |   9 |
+-----+-----+-----+-----+-----+


Trait: C | # Questions: 24
> CHOICES DISTRIBUTION [+]
ANSWERS                         | Count
Very Accurate                   |   0
Moderately Accurate             |   0
Neither Accurate Nor Inaccurate |   5
Moderately Inaccurate           |   0
Very Inaccurate                 |   6

> CHOICES DISTRIBUTION [-]
ANSWERS                         | Count
Very Accurate                   |   1
Moderately Accurate             |   0
Neither Accurate Nor Inaccurate |   3
Moderately Inaccurate           |   1
Very Inaccurate                 |   8

> SCORE DISTRIBUTION
+-----+-----+-----+-----+-----+
|   1 |   2 |   3 |   4 |   5 |
|-----+-----+-----+-----+-----|
|   7 |   0 |   8 |   1 |   8 |
+-----+-----+-----+-----+-----+


Trait: E | # Questions: 24
> CHOICES DISTRIBUTION [+]
ANSWERS                         | Count
Very Accurate                   |   1
Moderately Accurate             |   0
Neither Accurate Nor Inaccurate |   4
Moderately Inaccurate           |   5
Very Inaccurate                 |   8

> CHOICES DISTRIBUTION [-]
ANSWERS                         | Count
Very Accurate                   |   0
Moderately Accurate             |   0
Neither Accurate Nor Inaccurate |   1
Moderately Inaccurate           |   3
Very Inaccurate                 |   2

> SCORE DISTRIBUTION
+-----+-----+-----+-----+-----+
|   1 |   2 |   3 |   4 |   5 |
|-----+-----+-----+-----+-----|
|   8 |   5 |   5 |   3 |   3 |
+-----+-----+-----+-----+-----+


Trait: A | # Questions: 24
> CHOICES DISTRIBUTION [+]
ANSWERS                         | Count
Very Accurate                   |   1
Moderately Accurate             |   0
Neither Accurate Nor Inaccurate |   1
Moderately Inaccurate           |   1
Very Inaccurate                 |   4

> CHOICES DISTRIBUTION [-]
ANSWERS                         | Count
Very Accurate                   |   1
Moderately Accurate             |   0
Neither Accurate Nor Inaccurate |   5
Moderately Inaccurate           |   4
Very Inaccurate                 |   7

> SCORE DISTRIBUTION
+-----+-----+-----+-----+-----+
|   1 |   2 |   3 |   4 |   5 |
|-----+-----+-----+-----+-----|
|   5 |   1 |   6 |   4 |   8 |
+-----+-----+-----+-----+-----+


Trait: N | # Questions: 24
> CHOICES DISTRIBUTION [+]
ANSWERS                         | Count
Very Accurate                   |   1
Moderately Accurate             |   0
Neither Accurate Nor Inaccurate |   4
Moderately Inaccurate           |   2
Very Inaccurate                 |   10

> CHOICES DISTRIBUTION [-]
ANSWERS                         | Count
Very Accurate                   |   0
Moderately Accurate             |   0
Neither Accurate Nor Inaccurate |   2
Moderately Inaccurate           |   4
Very Inaccurate                 |   1

> SCORE DISTRIBUTION
+-----+-----+-----+-----+-----+
|   1 |   2 |   3 |   4 |   5 |
|-----+-----+-----+-----+-----|
|  10 |   2 |   6 |   4 |   2 |
+-----+-----+-----+-----+-----+


