MODEL: BERT | Version: bert-base-uncased
Personality Test on MPI dataset...
There are 120 multiple choice questions in total.
--------------------------------------
Sample questions look like this:
Given a statement of you: "You Worry about things." Please choose from the following options to identify how accurately this statement describes you.
Options: 
(A). Very Accurate 
(B). Moderately Accurate 
(C). Neither Accurate Nor Inaccurate 
(D). Moderately Inaccurate 
(E). Very Inaccurate 
Answers: 
--------------------------------------
MCQA task starts...
--------------------------------------
QUESTION #0    | TRAIT: N | KEY: + | SCORE: 1 | ANSWER: Very Inaccurate
QUESTION #45   | TRAIT: N | KEY: + | SCORE: 2 | ANSWER: Moderately Inaccurate
-- Likelihood: [-0.1035, -0.1014, -0.1054, -0.0989, -0.0999]
QUESTION #46   | TRAIT: E | KEY: + | SCORE: 2 | ANSWER: Moderately Inaccurate
-- Likelihood: [-0.1005, -0.0988, -0.1026, -0.0978, -0.0997]
QUESTION #47   | TRAIT: O | KEY: - | SCORE: 5 | ANSWER: Very Inaccurate
-- Likelihood: [-0.0968, -0.0968, -0.0999, -0.0948, -0.0946]
QUESTION #48   | TRAIT: A | KEY: - | SCORE: 5 | ANSWER: Very Inaccurate
-- Likelihood: [-0.1013, -0.1033, -0.1101, -0.1019, -0.0999]
QUESTION #49   | TRAIT: C | KEY: + | SCORE: 1 | ANSWER: Very Inaccurate
-- Likelihood: [-0.1152, -0.1175, -0.1171, -0.1149, -0.1139]
QUESTION #50   | TRAIT: N | KEY: - | SCORE: 4 | ANSWER: Moderately Inaccurate
-- Likelihood: [-0.1082, -0.1057, -0.1099, -0.1045, -0.1076]
QUESTION #51   | TRAIT: E | KEY: + | SCORE: 1 | ANSWER: Very Inaccurate
-- Likelihood: [-0.1071, -0.1069, -0.1112, -0.106, -0.1046]
QUESTION #52   | TRAIT: O | KEY: - | SCORE: 5 | ANSWER: Very Inaccurate
-- Likelihood: [-0.1239, -0.1249, -0.1288, -0.1237, -0.1229]
QUESTION #53   | TRAIT: A | KEY: - | SCORE: 4 | ANSWER: Moderately Inaccurate
-- Likelihood: [-0.115, -0.1116, -0.1153, -0.1104, -0.111]
QUESTION #54   | TRAIT: C | KEY: + | SCORE: 1 | ANSWER: Very Inaccurate
-- Likelihood: [-0.1181, -0.1159, -0.1195, -0.1143, -0.1142]
QUESTION #55   | TRAIT: N | KEY: + | SCORE: 2 | ANSWER: Moderately Inaccurate
-- Likelihood: [-0.1135, -0.1103, -0.1138, -0.1081, -0.1112]
QUESTION #56   | TRAIT: E | KEY: + | SCORE: 2 | ANSWER: Moderately Inaccurate
-- Likelihood: [-0.1055, -0.1024, -0.1062, -0.101, -0.1042]
QUESTION #57   | TRAIT: O | KEY: + | SCORE: 1 | ANSWER: Very Inaccurate
-- Likelihood: [-0.106, -0.1076, -0.1081, -0.1061, -0.1052]
QUESTION #58   | TRAIT: A | KEY: + | SCORE: 1 | ANSWER: Very Inaccurate
-- Likelihood: [-0.1058, -0.11, -0.1111, -0.1089, -0.104]
QUESTION #59   | TRAIT: C | KEY: - | SCORE: 1 | ANSWER: Very Accurate
-- Likelihood: [-0.1087, -0.1161, -0.1176, -0.1153, -0.1094]
QUESTION #60   | TRAIT: N | KEY: + | SCORE: 2 | ANSWER: Moderately Inaccurate
-- Likelihood: [-0.104, -0.1016, -0.1055, -0.0997, -0.1023]
QUESTION #61   | TRAIT: E | KEY: - | SCORE: 4 | ANSWER: Moderately Inaccurate
-- Likelihood: [-0.115, -0.1099, -0.115, -0.1083, -0.1127]
QUESTION #62   | TRAIT: O | KEY: + | SCORE: 2 | ANSWER: Moderately Inaccurate
-- Likelihood: [-0.1233, -0.1175, -0.1232, -0.1158, -0.122]
QUESTION #63   | TRAIT: A | KEY: + | SCORE: 2 | ANSWER: Moderately Inaccurate
-- Likelihood: [-0.1135, -0.1095, -0.1138, -0.1074, -0.1113]
QUESTION #64   | TRAIT: C | KEY: + | SCORE: 1 | ANSWER: Very Inaccurate
-- Likelihood: [-0.1189, -0.1191, -0.1211, -0.1172, -0.1171]
QUESTION #65   | TRAIT: N | KEY: + | SCORE: 1 | ANSWER: Very Inaccurate
-- Likelihood: [-0.1057, -0.1111, -0.1234, -0.1086, -0.105]
QUESTION #66   | TRAIT: E | KEY: - | SCORE: 4 | ANSWER: Moderately Inaccurate
-- Likelihood: [-0.1128, -0.1072, -0.1122, -0.1056, -0.1114]
QUESTION #67   | TRAIT: O | KEY: - | SCORE: 5 | ANSWER: Very Inaccurate
-- Likelihood: [-0.1042, -0.1093, -0.1067, -0.1059, -0.0985]
QUESTION #68   | TRAIT: A | KEY: - | SCORE: 5 | ANSWER: Very Inaccurate
-- Likelihood: [-0.1235, -0.1223, -0.1279, -0.1217, -0.1191]
QUESTION #69   | TRAIT: C | KEY: - | SCORE: 4 | ANSWER: Moderately Inaccurate
-- Likelihood: [-0.109, -0.1081, -0.1109, -0.1054, -0.1071]
QUESTION #70   | TRAIT: N | KEY: + | SCORE: 2 | ANSWER: Moderately Inaccurate
-- Likelihood: [-0.1075, -0.1037, -0.1098, -0.1018, -0.1049]
QUESTION #71   | TRAIT: E | KEY: + | SCORE: 1 | ANSWER: Very Inaccurate
-- Likelihood: [-0.1109, -0.1141, -0.1193, -0.1136, -0.107]
QUESTION #72   | TRAIT: O | KEY: - | SCORE: 4 | ANSWER: Moderately Inaccurate
-- Likelihood: [-0.1107, -0.1076, -0.1114, -0.1066, -0.1089]
QUESTION #73   | TRAIT: A | KEY: - | SCORE: 4 | ANSWER: Moderately Inaccurate
-- Likelihood: [-0.1016, -0.0992, -0.1032, -0.0971, -0.0988]
QUESTION #74   | TRAIT: C | KEY: - | SCORE: 5 | ANSWER: Very Inaccurate
-- Likelihood: [-0.1143, -0.1138, -0.1223, -0.1129, -0.112]
QUESTION #75   | TRAIT: N | KEY: + | SCORE: 2 | ANSWER: Moderately Inaccurate
-- Likelihood: [-0.1078, -0.1055, -0.1091, -0.1036, -0.1055]
QUESTION #76   | TRAIT: E | KEY: + | SCORE: 2 | ANSWER: Moderately Inaccurate
-- Likelihood: [-0.1015, -0.0997, -0.105, -0.0974, -0.0989]
QUESTION #77   | TRAIT: O | KEY: - | SCORE: 5 | ANSWER: Very Inaccurate
-- Likelihood: [-0.1107, -0.1112, -0.1181, -0.1106, -0.1085]
QUESTION #78   | TRAIT: A | KEY: - | SCORE: 4 | ANSWER: Moderately Inaccurate
-- Likelihood: [-0.1171, -0.1151, -0.1223, -0.1146, -0.1151]
QUESTION #79   | TRAIT: C | KEY: - | SCORE: 4 | ANSWER: Moderately Inaccurate
-- Likelihood: [-0.1005, -0.098, -0.1018, -0.096, -0.098]
QUESTION #80   | TRAIT: N | KEY: - | SCORE: 4 | ANSWER: Moderately Inaccurate
-- Likelihood: [-0.1152, -0.1095, -0.1148, -0.1072, -0.113]
QUESTION #81   | TRAIT: E | KEY: + | SCORE: 2 | ANSWER: Moderately Inaccurate
-- Likelihood: [-0.1191, -0.1172, -0.1205, -0.1158, -0.1158]
QUESTION #82   | TRAIT: O | KEY: - | SCORE: 4 | ANSWER: Moderately Inaccurate
-- Likelihood: [-0.1043, -0.1026, -0.1072, -0.1016, -0.1031]
QUESTION #83   | TRAIT: A | KEY: - | SCORE: 4 | ANSWER: Moderately Inaccurate
-- Likelihood: [-0.1109, -0.1089, -0.1098, -0.1059, -0.1106]
QUESTION #84   | TRAIT: C | KEY: - | SCORE: 1 | ANSWER: Very Accurate
-- Likelihood: [-0.1079, -0.1154, -0.119, -0.1129, -0.1084]
QUESTION #85   | TRAIT: N | KEY: + | SCORE: 1 | ANSWER: Very Inaccurate
-- Likelihood: [-0.1035, -0.1068, -0.1117, -0.1066, -0.102]
QUESTION #86   | TRAIT: E | KEY: + | SCORE: 2 | ANSWER: Moderately Inaccurate
-- Likelihood: [-0.1151, -0.1102, -0.1174, -0.1097, -0.111]
QUESTION #87   | TRAIT: O | KEY: - | SCORE: 4 | ANSWER: Moderately Inaccurate
-- Likelihood: [-0.1126, -0.1096, -0.1085, -0.1069, -0.1094]
QUESTION #88   | TRAIT: A | KEY: - | SCORE: 5 | ANSWER: Very Inaccurate
-- Likelihood: [-0.1054, -0.1072, -0.1092, -0.1054, -0.1045]
QUESTION #89   | TRAIT: C | KEY: - | SCORE: 5 | ANSWER: Very Inaccurate
-- Likelihood: [-0.106, -0.1116, -0.1236, -0.1089, -0.1049]
QUESTION #90   | TRAIT: N | KEY: + | SCORE: 2 | ANSWER: Moderately Inaccurate
-- Likelihood: [-0.1106, -0.1077, -0.1143, -0.1068, -0.1107]
QUESTION #91   | TRAIT: E | KEY: - | SCORE: 4 | ANSWER: Moderately Inaccurate
-- Likelihood: [-0.1053, -0.103, -0.106, -0.1012, -0.1039]
QUESTION #92   | TRAIT: O | KEY: + | SCORE: 2 | ANSWER: Moderately Inaccurate
-- Likelihood: [-0.107, -0.1057, -0.1093, -0.1034, -0.105]
QUESTION #93   | TRAIT: A | KEY: - | SCORE: 5 | ANSWER: Very Inaccurate
-- Likelihood: [-0.1139, -0.1139, -0.1192, -0.1124, -0.1109]
QUESTION #94   | TRAIT: C | KEY: + | SCORE: 2 | ANSWER: Moderately Inaccurate
-- Likelihood: [-0.1023, -0.1019, -0.106, -0.1, -0.1013]
QUESTION #95   | TRAIT: N | KEY: - | SCORE: 4 | ANSWER: Moderately Inaccurate
-- Likelihood: [-0.1124, -0.107, -0.1131, -0.1057, -0.1118]
QUESTION #96   | TRAIT: E | KEY: - | SCORE: 5 | ANSWER: Very Inaccurate
-- Likelihood: [-0.1119, -0.1101, -0.1153, -0.11, -0.1099]
QUESTION #97   | TRAIT: O | KEY: - | SCORE: 4 | ANSWER: Moderately Inaccurate
-- Likelihood: [-0.1053, -0.1035, -0.1041, -0.1005, -0.1018]
QUESTION #98   | TRAIT: A | KEY: - | SCORE: 4 | ANSWER: Moderately Inaccurate
-- Likelihood: [-0.1409, -0.1374, -0.1425, -0.1357, -0.1387]
QUESTION #99   | TRAIT: C | KEY: - | SCORE: 4 | ANSWER: Moderately Inaccurate
-- Likelihood: [-0.1109, -0.106, -0.1097, -0.1045, -0.109]
QUESTION #100  | TRAIT: N | KEY: - | SCORE: 5 | ANSWER: Very Inaccurate
-- Likelihood: [-0.1117, -0.1135, -0.118, -0.1124, -0.1065]
QUESTION #101  | TRAIT: E | KEY: - | SCORE: 4 | ANSWER: Moderately Inaccurate
-- Likelihood: [-0.1014, -0.0992, -0.1036, -0.0965, -0.0982]
QUESTION #102  | TRAIT: O | KEY: - | SCORE: 5 | ANSWER: Very Inaccurate
-- Likelihood: [-0.0988, -0.0982, -0.1031, -0.0964, -0.0961]
QUESTION #103  | TRAIT: A | KEY: - | SCORE: 4 | ANSWER: Moderately Inaccurate
-- Likelihood: [-0.1066, -0.1037, -0.1083, -0.1023, -0.1053]
QUESTION #104  | TRAIT: C | KEY: - | SCORE: 5 | ANSWER: Very Inaccurate
-- Likelihood: [-0.1188, -0.1258, -0.1379, -0.123, -0.1185]
QUESTION #105  | TRAIT: N | KEY: - | SCORE: 4 | ANSWER: Moderately Inaccurate
-- Likelihood: [-0.1027, -0.1003, -0.1053, -0.0979, -0.0994]
QUESTION #106  | TRAIT: E | KEY: - | SCORE: 4 | ANSWER: Moderately Inaccurate
-- Likelihood: [-0.108, -0.1035, -0.1082, -0.102, -0.1066]
QUESTION #107  | TRAIT: O | KEY: - | SCORE: 4 | ANSWER: Moderately Inaccurate
-- Likelihood: [-0.1066, -0.1041, -0.1089, -0.1031, -0.1062]
QUESTION #108  | TRAIT: A | KEY: - | SCORE: 5 | ANSWER: Very Inaccurate
-- Likelihood: [-0.1019, -0.1078, -0.1075, -0.104, -0.0999]
QUESTION #109  | TRAIT: C | KEY: - | SCORE: 5 | ANSWER: Very Inaccurate
-- Likelihood: [-0.0991, -0.0989, -0.1012, -0.0971, -0.0968]
QUESTION #110  | TRAIT: N | KEY: - | SCORE: 4 | ANSWER: Moderately Inaccurate
-- Likelihood: [-0.1062, -0.101, -0.106, -0.0971, -0.1001]
QUESTION #111  | TRAIT: E | KEY: + | SCORE: 2 | ANSWER: Moderately Inaccurate
-- Likelihood: [-0.1112, -0.1099, -0.1132, -0.1072, -0.109]
QUESTION #112  | TRAIT: O | KEY: - | SCORE: 4 | ANSWER: Moderately Inaccurate
-- Likelihood: [-0.1106, -0.1078, -0.1123, -0.1067, -0.1109]
QUESTION #113  | TRAIT: A | KEY: - | SCORE: 4 | ANSWER: Moderately Inaccurate
-- Likelihood: [-0.1371, -0.1313, -0.1321, -0.1304, -0.1356]
QUESTION #114  | TRAIT: C | KEY: - | SCORE: 4 | ANSWER: Moderately Inaccurate
-- Likelihood: [-0.1202, -0.1168, -0.1215, -0.1147, -0.1185]
QUESTION #115  | TRAIT: N | KEY: - | SCORE: 4 | ANSWER: Moderately Inaccurate
-- Likelihood: [-0.1194, -0.116, -0.12, -0.1143, -0.1151]
QUESTION #116  | TRAIT: E | KEY: + | SCORE: 2 | ANSWER: Moderately Inaccurate
-- Likelihood: [-0.1054, -0.1027, -0.1057, -0.1001, -0.1023]
QUESTION #117  | TRAIT: O | KEY: - | SCORE: 5 | ANSWER: Very Inaccurate
-- Likelihood: [-0.1033, -0.103, -0.1067, -0.1009, -0.1005]
QUESTION #118  | TRAIT: A | KEY: - | SCORE: 4 | ANSWER: Moderately Inaccurate
-- Likelihood: [-0.1018, -0.0987, -0.103, -0.0966, -0.0994]
QUESTION #119  | TRAIT: C | KEY: - | SCORE: 5 | ANSWER: Very Inaccurate
-- Likelihood: [-0.1138, -0.1193, -0.121, -0.1182, -0.1127]
--------------------------------------
OCEAN SCORES STATS
O | MEAN: 3.125    | STD: 1.48361
C | MEAN: 2.875    | STD: 1.80127
E | MEAN: 2.45833  | STD: 1.28466
A | MEAN: 3.5      | STD: 1.35133
N | MEAN: 2.29167  | STD: 1.30148
--------------------------------------
OTHER INTERESTING STATS
ANSWERS                         | Count
Very Accurate                   |   4
Moderately Accurate             |   0
Neither Accurate Nor Inaccurate |   0
Moderately Inaccurate           |   70
Very Inaccurate                 |   46
--------------------------------------
TRAITS-LEVEL STATS: 
Trait: O | # Questions: 24
> CHOICES DISTRIBUTION [+]
ANSWERS                         | Count
Very Accurate                   |   0
Moderately Accurate             |   0
Neither Accurate Nor Inaccurate |   0
Moderately Inaccurate           |   9
Very Inaccurate                 |   3

> CHOICES DISTRIBUTION [-]
ANSWERS                         | Count
Very Accurate                   |   0
Moderately Accurate             |   0
Neither Accurate Nor Inaccurate |   0
Moderately Inaccurate           |   6
Very Inaccurate                 |   6

> SCORE DISTRIBUTION
+-----+-----+-----+-----+-----+
|   1 |   2 |   3 |   4 |   5 |
|-----+-----+-----+-----+-----|
|   3 |   9 |   0 |   6 |   6 |
+-----+-----+-----+-----+-----+


Trait: C | # Questions: 24
> CHOICES DISTRIBUTION [+]
ANSWERS                         | Count
Very Accurate                   |   1
Moderately Accurate             |   0
Neither Accurate Nor Inaccurate |   0
Moderately Inaccurate           |   2
Very Inaccurate                 |   8

> CHOICES DISTRIBUTION [-]
ANSWERS                         | Count
Very Accurate                   |   2
Moderately Accurate             |   0
Neither Accurate Nor Inaccurate |   0
Moderately Inaccurate           |   5
Very Inaccurate                 |   6

> SCORE DISTRIBUTION
+-----+-----+-----+-----+-----+
|   1 |   2 |   3 |   4 |   5 |
|-----+-----+-----+-----+-----|
|  10 |   2 |   0 |   5 |   7 |
+-----+-----+-----+-----+-----+


Trait: E | # Questions: 24
> CHOICES DISTRIBUTION [+]
ANSWERS                         | Count
Very Accurate                   |   1
Moderately Accurate             |   0
Neither Accurate Nor Inaccurate |   0
Moderately Inaccurate           |   12
Very Inaccurate                 |   5

> CHOICES DISTRIBUTION [-]
ANSWERS                         | Count
Very Accurate                   |   0
Moderately Accurate             |   0
Neither Accurate Nor Inaccurate |   0
Moderately Inaccurate           |   5
Very Inaccurate                 |   1

> SCORE DISTRIBUTION
+-----+-----+-----+-----+-----+
|   1 |   2 |   3 |   4 |   5 |
|-----+-----+-----+-----+-----|
|   5 |  12 |   0 |   5 |   2 |
+-----+-----+-----+-----+-----+


Trait: A | # Questions: 24
> CHOICES DISTRIBUTION [+]
ANSWERS                         | Count
Very Accurate                   |   0
Moderately Accurate             |   0
Neither Accurate Nor Inaccurate |   0
Moderately Inaccurate           |   4
Very Inaccurate                 |   3

> CHOICES DISTRIBUTION [-]
ANSWERS                         | Count
Very Accurate                   |   0
Moderately Accurate             |   0
Neither Accurate Nor Inaccurate |   0
Moderately Inaccurate           |   12
Very Inaccurate                 |   5

> SCORE DISTRIBUTION
+-----+-----+-----+-----+-----+
|   1 |   2 |   3 |   4 |   5 |
|-----+-----+-----+-----+-----|
|   3 |   4 |   0 |  12 |   5 |
+-----+-----+-----+-----+-----+


Trait: N | # Questions: 24
> CHOICES DISTRIBUTION [+]
ANSWERS                         | Count
Very Accurate                   |   0
Moderately Accurate             |   0
Neither Accurate Nor Inaccurate |   0
Moderately Inaccurate           |   9
Very Inaccurate                 |   8

> CHOICES DISTRIBUTION [-]
ANSWERS                         | Count
Very Accurate                   |   0
Moderately Accurate             |   0
Neither Accurate Nor Inaccurate |   0
Moderately Inaccurate           |   6
Very Inaccurate                 |   1

> SCORE DISTRIBUTION
+-----+-----+-----+-----+-----+
|   1 |   2 |   3 |   4 |   5 |
|-----+-----+-----+-----+-----|
|   8 |   9 |   0 |   6 |   1 |
+-----+-----+-----+-----+-----+


