MODEL: BERT | Version: bert-base-uncased
Personality Test on MPI dataset...
There are 120 multiple choice questions in total.
--------------------------------------
Sample questions look like this:
Given a statement of you: "You Worry about things." Please choose from the following options to identify how accurately this statement describes you.
Options: 
(B). Moderately Accurate 
(A). Very Accurate 
(C). Neither Accurate Nor Inaccurate 
(D). Moderately Inaccurate 
(E). Very Inaccurate 
Answers: 
--------------------------------------
MCQA task starts...
--------------------------------------
QUESTION #0    | TRAIT: N | KEY: + | SCORE: 1 | ANSWER: Very Inaccurate
QUESTION #65   | TRAIT: N | KEY: + | SCORE: 1 | ANSWER: Very Inaccurate
-- Likelihood: [-0.0518, -0.0707, -0.0723, -0.0571, -0.038]
QUESTION #66   | TRAIT: E | KEY: - | SCORE: 5 | ANSWER: Very Inaccurate
-- Likelihood: [-0.0784, -0.0858, -0.0673, -0.0569, -0.0489]
QUESTION #67   | TRAIT: O | KEY: - | SCORE: 5 | ANSWER: Very Inaccurate
-- Likelihood: [-0.0554, -0.0527, -0.0464, -0.0404, -0.0289]
QUESTION #68   | TRAIT: A | KEY: - | SCORE: 5 | ANSWER: Very Inaccurate
-- Likelihood: [-0.0551, -0.0661, -0.0617, -0.0525, -0.0364]
QUESTION #69   | TRAIT: C | KEY: - | SCORE: 3 | ANSWER: Neither Accurate Nor Inaccurate
-- Likelihood: [-0.1176, -0.1254, -0.0916, -0.105, -0.0932]
QUESTION #70   | TRAIT: N | KEY: + | SCORE: 1 | ANSWER: Very Inaccurate
-- Likelihood: [-0.1136, -0.126, -0.1031, -0.1012, -0.0901]
QUESTION #71   | TRAIT: E | KEY: + | SCORE: 1 | ANSWER: Very Inaccurate
-- Likelihood: [-0.0475, -0.0608, -0.0593, -0.049, -0.0304]
QUESTION #72   | TRAIT: O | KEY: - | SCORE: 3 | ANSWER: Neither Accurate Nor Inaccurate
-- Likelihood: [-0.0886, -0.0851, -0.0663, -0.0712, -0.0678]
QUESTION #73   | TRAIT: A | KEY: - | SCORE: 4 | ANSWER: Moderately Inaccurate
-- Likelihood: [-0.1192, -0.093, -0.0738, -0.0736, -0.0889]
QUESTION #74   | TRAIT: C | KEY: - | SCORE: 5 | ANSWER: Very Inaccurate
-- Likelihood: [-0.098, -0.0996, -0.0992, -0.0869, -0.0775]
QUESTION #75   | TRAIT: N | KEY: + | SCORE: 1 | ANSWER: Very Inaccurate
-- Likelihood: [-0.0833, -0.0847, -0.0675, -0.0686, -0.0606]
QUESTION #76   | TRAIT: E | KEY: + | SCORE: 1 | ANSWER: Very Inaccurate
-- Likelihood: [-0.0908, -0.0891, -0.0752, -0.0703, -0.0638]
QUESTION #77   | TRAIT: O | KEY: - | SCORE: 5 | ANSWER: Very Inaccurate
-- Likelihood: [-0.0813, -0.087, -0.0844, -0.0743, -0.0616]
QUESTION #78   | TRAIT: A | KEY: - | SCORE: 5 | ANSWER: Very Inaccurate
-- Likelihood: [-0.0949, -0.1085, -0.1041, -0.0954, -0.0771]
QUESTION #79   | TRAIT: C | KEY: - | SCORE: 4 | ANSWER: Moderately Inaccurate
-- Likelihood: [-0.1021, -0.0906, -0.0714, -0.0706, -0.0737]
QUESTION #80   | TRAIT: N | KEY: - | SCORE: 4 | ANSWER: Moderately Inaccurate
-- Likelihood: [-0.0948, -0.0848, -0.0825, -0.0601, -0.066]
QUESTION #81   | TRAIT: E | KEY: + | SCORE: 1 | ANSWER: Very Inaccurate
-- Likelihood: [-0.1027, -0.1125, -0.0923, -0.0874, -0.0779]
QUESTION #82   | TRAIT: O | KEY: - | SCORE: 5 | ANSWER: Very Inaccurate
-- Likelihood: [-0.0716, -0.0784, -0.067, -0.0653, -0.0543]
QUESTION #83   | TRAIT: A | KEY: - | SCORE: 3 | ANSWER: Neither Accurate Nor Inaccurate
-- Likelihood: [-0.1221, -0.1194, -0.0873, -0.0981, -0.0988]
QUESTION #84   | TRAIT: C | KEY: - | SCORE: 5 | ANSWER: Very Inaccurate
-- Likelihood: [-0.0563, -0.0763, -0.0752, -0.0607, -0.043]
QUESTION #85   | TRAIT: N | KEY: + | SCORE: 5 | ANSWER: Very Accurate
-- Likelihood: [-0.0492, -0.0774, -0.0705, -0.0691, -0.0524]
QUESTION #86   | TRAIT: E | KEY: + | SCORE: 1 | ANSWER: Very Inaccurate
-- Likelihood: [-0.0634, -0.0846, -0.0837, -0.0648, -0.0482]
QUESTION #87   | TRAIT: O | KEY: - | SCORE: 3 | ANSWER: Neither Accurate Nor Inaccurate
-- Likelihood: [-0.1334, -0.1004, -0.0691, -0.0763, -0.1062]
QUESTION #88   | TRAIT: A | KEY: - | SCORE: 3 | ANSWER: Neither Accurate Nor Inaccurate
-- Likelihood: [-0.1034, -0.1336, -0.0925, -0.1172, -0.1133]
QUESTION #89   | TRAIT: C | KEY: - | SCORE: 5 | ANSWER: Very Inaccurate
-- Likelihood: [-0.0498, -0.0716, -0.074, -0.0574, -0.0367]
QUESTION #90   | TRAIT: N | KEY: + | SCORE: 2 | ANSWER: Moderately Inaccurate
-- Likelihood: [-0.1201, -0.102, -0.0835, -0.0759, -0.0759]
QUESTION #91   | TRAIT: E | KEY: - | SCORE: 3 | ANSWER: Neither Accurate Nor Inaccurate
-- Likelihood: [-0.1026, -0.0984, -0.0736, -0.083, -0.0833]
QUESTION #92   | TRAIT: O | KEY: + | SCORE: 2 | ANSWER: Moderately Inaccurate
-- Likelihood: [-0.1201, -0.104, -0.088, -0.085, -0.0929]
QUESTION #93   | TRAIT: A | KEY: - | SCORE: 5 | ANSWER: Very Inaccurate
-- Likelihood: [-0.0982, -0.0974, -0.0931, -0.0803, -0.0729]
QUESTION #94   | TRAIT: C | KEY: + | SCORE: 2 | ANSWER: Moderately Inaccurate
-- Likelihood: [-0.102, -0.0938, -0.0817, -0.0767, -0.0796]
QUESTION #95   | TRAIT: N | KEY: - | SCORE: 5 | ANSWER: Very Inaccurate
-- Likelihood: [-0.1024, -0.0918, -0.0674, -0.0627, -0.0589]
QUESTION #96   | TRAIT: E | KEY: - | SCORE: 5 | ANSWER: Very Inaccurate
-- Likelihood: [-0.0898, -0.1067, -0.0965, -0.0857, -0.0713]
QUESTION #97   | TRAIT: O | KEY: - | SCORE: 3 | ANSWER: Neither Accurate Nor Inaccurate
-- Likelihood: [-0.1345, -0.104, -0.078, -0.0833, -0.098]
QUESTION #98   | TRAIT: A | KEY: - | SCORE: 3 | ANSWER: Neither Accurate Nor Inaccurate
-- Likelihood: [-0.1105, -0.102, -0.0814, -0.0815, -0.0963]
QUESTION #99   | TRAIT: C | KEY: - | SCORE: 5 | ANSWER: Very Inaccurate
-- Likelihood: [-0.0758, -0.0857, -0.0645, -0.0557, -0.0434]
QUESTION #100  | TRAIT: N | KEY: - | SCORE: 5 | ANSWER: Very Inaccurate
-- Likelihood: [-0.0576, -0.0699, -0.0643, -0.0551, -0.0362]
QUESTION #101  | TRAIT: E | KEY: - | SCORE: 4 | ANSWER: Moderately Inaccurate
-- Likelihood: [-0.1046, -0.0952, -0.0755, -0.0721, -0.082]
QUESTION #102  | TRAIT: O | KEY: - | SCORE: 5 | ANSWER: Very Inaccurate
-- Likelihood: [-0.0797, -0.0806, -0.0703, -0.0658, -0.0586]
QUESTION #103  | TRAIT: A | KEY: - | SCORE: 3 | ANSWER: Neither Accurate Nor Inaccurate
-- Likelihood: [-0.0916, -0.0932, -0.0726, -0.0783, -0.0727]
QUESTION #104  | TRAIT: C | KEY: - | SCORE: 5 | ANSWER: Very Inaccurate
-- Likelihood: [-0.0512, -0.0697, -0.0725, -0.0552, -0.0372]
QUESTION #105  | TRAIT: N | KEY: - | SCORE: 4 | ANSWER: Moderately Inaccurate
-- Likelihood: [-0.1268, -0.1044, -0.0861, -0.0827, -0.1033]
QUESTION #106  | TRAIT: E | KEY: - | SCORE: 3 | ANSWER: Neither Accurate Nor Inaccurate
-- Likelihood: [-0.1214, -0.1135, -0.0836, -0.1008, -0.0994]
QUESTION #107  | TRAIT: O | KEY: - | SCORE: 3 | ANSWER: Neither Accurate Nor Inaccurate
-- Likelihood: [-0.0932, -0.0964, -0.0756, -0.0823, -0.0768]
QUESTION #108  | TRAIT: A | KEY: - | SCORE: 5 | ANSWER: Very Inaccurate
-- Likelihood: [-0.0422, -0.0578, -0.0535, -0.047, -0.0293]
QUESTION #109  | TRAIT: C | KEY: - | SCORE: 3 | ANSWER: Neither Accurate Nor Inaccurate
-- Likelihood: [-0.1009, -0.094, -0.0731, -0.0783, -0.0754]
QUESTION #110  | TRAIT: N | KEY: - | SCORE: 4 | ANSWER: Moderately Inaccurate
-- Likelihood: [-0.1189, -0.1024, -0.078, -0.0735, -0.0836]
QUESTION #111  | TRAIT: E | KEY: + | SCORE: 3 | ANSWER: Neither Accurate Nor Inaccurate
-- Likelihood: [-0.1117, -0.1133, -0.0858, -0.0989, -0.0889]
QUESTION #112  | TRAIT: O | KEY: - | SCORE: 4 | ANSWER: Moderately Inaccurate
-- Likelihood: [-0.119, -0.1075, -0.0936, -0.0926, -0.0954]
QUESTION #113  | TRAIT: A | KEY: - | SCORE: 3 | ANSWER: Neither Accurate Nor Inaccurate
-- Likelihood: [-0.1079, -0.0955, -0.0676, -0.0772, -0.0805]
QUESTION #114  | TRAIT: C | KEY: - | SCORE: 5 | ANSWER: Very Inaccurate
-- Likelihood: [-0.0882, -0.0974, -0.0773, -0.0701, -0.0576]
QUESTION #115  | TRAIT: N | KEY: - | SCORE: 5 | ANSWER: Very Inaccurate
-- Likelihood: [-0.0677, -0.0715, -0.0673, -0.0529, -0.0414]
QUESTION #116  | TRAIT: E | KEY: + | SCORE: 3 | ANSWER: Neither Accurate Nor Inaccurate
-- Likelihood: [-0.1212, -0.1006, -0.0785, -0.0789, -0.0935]
QUESTION #117  | TRAIT: O | KEY: - | SCORE: 3 | ANSWER: Neither Accurate Nor Inaccurate
-- Likelihood: [-0.1106, -0.1045, -0.083, -0.0833, -0.0856]
QUESTION #118  | TRAIT: A | KEY: - | SCORE: 4 | ANSWER: Moderately Inaccurate
-- Likelihood: [-0.0924, -0.0843, -0.0643, -0.0614, -0.0662]
QUESTION #119  | TRAIT: C | KEY: - | SCORE: 5 | ANSWER: Very Inaccurate
-- Likelihood: [-0.0638, -0.0754, -0.078, -0.0579, -0.0442]
--------------------------------------
OCEAN SCORES STATS
O | MEAN: 2.91667  | STD: 1.5299
C | MEAN: 2.83333  | STD: 1.78561
E | MEAN: 2.125    | STD: 1.48361
A | MEAN: 3.375    | STD: 1.55515
N | MEAN: 2.375    | STD: 1.61009
--------------------------------------
OTHER INTERESTING STATS
ANSWERS                         | Count
Very Accurate                   |   3
Moderately Accurate             |   0
Neither Accurate Nor Inaccurate |   29
Moderately Inaccurate           |   13
Very Inaccurate                 |   75
--------------------------------------
TRAITS-LEVEL STATS: 
Trait: O | # Questions: 24
> CHOICES DISTRIBUTION [+]
ANSWERS                         | Count
Very Accurate                   |   0
Moderately Accurate             |   0
Neither Accurate Nor Inaccurate |   4
Moderately Inaccurate           |   1
Very Inaccurate                 |   7

> CHOICES DISTRIBUTION [-]
ANSWERS                         | Count
Very Accurate                   |   0
Moderately Accurate             |   0
Neither Accurate Nor Inaccurate |   5
Moderately Inaccurate           |   1
Very Inaccurate                 |   6

> SCORE DISTRIBUTION
+-----+-----+-----+-----+-----+
|   1 |   2 |   3 |   4 |   5 |
|-----+-----+-----+-----+-----|
|   7 |   1 |   9 |   1 |   6 |
+-----+-----+-----+-----+-----+


Trait: C | # Questions: 24
> CHOICES DISTRIBUTION [+]
ANSWERS                         | Count
Very Accurate                   |   0
Moderately Accurate             |   0
Neither Accurate Nor Inaccurate |   1
Moderately Inaccurate           |   1
Very Inaccurate                 |   9

> CHOICES DISTRIBUTION [-]
ANSWERS                         | Count
Very Accurate                   |   1
Moderately Accurate             |   0
Neither Accurate Nor Inaccurate |   3
Moderately Inaccurate           |   1
Very Inaccurate                 |   8

> SCORE DISTRIBUTION
+-----+-----+-----+-----+-----+
|   1 |   2 |   3 |   4 |   5 |
|-----+-----+-----+-----+-----|
|  10 |   1 |   4 |   1 |   8 |
+-----+-----+-----+-----+-----+


Trait: E | # Questions: 24
> CHOICES DISTRIBUTION [+]
ANSWERS                         | Count
Very Accurate                   |   0
Moderately Accurate             |   0
Neither Accurate Nor Inaccurate |   4
Moderately Inaccurate           |   0
Very Inaccurate                 |   14

> CHOICES DISTRIBUTION [-]
ANSWERS                         | Count
Very Accurate                   |   0
Moderately Accurate             |   0
Neither Accurate Nor Inaccurate |   2
Moderately Inaccurate           |   1
Very Inaccurate                 |   3

> SCORE DISTRIBUTION
+-----+-----+-----+-----+-----+
|   1 |   2 |   3 |   4 |   5 |
|-----+-----+-----+-----+-----|
|  14 |   0 |   6 |   1 |   3 |
+-----+-----+-----+-----+-----+


Trait: A | # Questions: 24
> CHOICES DISTRIBUTION [+]
ANSWERS                         | Count
Very Accurate                   |   1
Moderately Accurate             |   0
Neither Accurate Nor Inaccurate |   0
Moderately Inaccurate           |   1
Very Inaccurate                 |   5

> CHOICES DISTRIBUTION [-]
ANSWERS                         | Count
Very Accurate                   |   0
Moderately Accurate             |   0
Neither Accurate Nor Inaccurate |   7
Moderately Inaccurate           |   2
Very Inaccurate                 |   8

> SCORE DISTRIBUTION
+-----+-----+-----+-----+-----+
|   1 |   2 |   3 |   4 |   5 |
|-----+-----+-----+-----+-----|
|   5 |   1 |   7 |   2 |   9 |
+-----+-----+-----+-----+-----+


Trait: N | # Questions: 24
> CHOICES DISTRIBUTION [+]
ANSWERS                         | Count
Very Accurate                   |   1
Moderately Accurate             |   0
Neither Accurate Nor Inaccurate |   2
Moderately Inaccurate           |   2
Very Inaccurate                 |   12

> CHOICES DISTRIBUTION [-]
ANSWERS                         | Count
Very Accurate                   |   0
Moderately Accurate             |   0
Neither Accurate Nor Inaccurate |   1
Moderately Inaccurate           |   3
Very Inaccurate                 |   3

> SCORE DISTRIBUTION
+-----+-----+-----+-----+-----+
|   1 |   2 |   3 |   4 |   5 |
|-----+-----+-----+-----+-----|
|  12 |   2 |   3 |   3 |   4 |
+-----+-----+-----+-----+-----+


